PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,HasCabin,Embarked_C,Embarked_Q,Embarked_S,Title_Master.,Title_Miss.,Title_Mr.,Title_Mrs.,Title_Other
357,1,1,0,22.0,0,1,55.0,1,0,0,1,0,1,0,0,0
358,0,2,0,38.0,0,0,13.0,0,0,0,1,0,1,0,0,0
359,1,3,0,29.881137667304014,0,0,7.8792,0,0,1,0,0,1,0,0,0
360,1,3,0,29.881137667304014,0,0,7.8792,0,0,1,0,0,1,0,0,0
361,0,3,1,40.0,1,4,27.9,0,0,0,1,0,0,1,0,0
362,0,2,1,29.0,1,0,27.7208,0,1,0,0,0,0,0,0,1
363,0,3,0,45.0,0,1,14.4542,0,1,0,0,0,0,0,1,0
364,0,3,1,35.0,0,0,7.05,0,0,0,1,0,0,1,0,0
365,0,3,1,29.881137667304014,1,0,15.5,0,0,1,0,0,0,1,0,0
366,0,3,1,30.0,0,0,7.25,0,0,0,1,0,0,1,0,0
367,1,1,0,60.0,1,0,75.25,1,1,0,0,0,0,0,1,0
368,1,3,0,29.881137667304014,0,0,7.2292,0,1,0,0,0,0,0,1,0
369,1,3,0,29.881137667304014,0,0,7.75,0,0,1,0,0,1,0,0,0
370,1,1,0,24.0,0,0,69.3,1,1,0,0,0,0,0,0,1
371,1,1,1,25.0,1,0,55.4417,1,1,0,0,0,0,1,0,0
372,0,3,1,18.0,1,0,6.4958,0,0,0,1,0,0,1,0,0
373,0,3,1,19.0,0,0,8.05,0,0,0,1,0,0,1,0,0
374,0,1,1,22.0,0,0,135.6333,0,1,0,0,0,0,1,0,0
375,0,3,0,3.0,3,1,21.075,0,0,0,1,0,1,0,0,0
376,1,1,0,29.881137667304014,1,0,82.1708,0,1,0,0,0,0,0,1,0
377,1,3,0,22.0,0,0,7.25,0,0,0,1,0,1,0,0,0
378,0,1,1,27.0,0,2,211.5,1,1,0,0,0,0,1,0,0
379,0,3,1,20.0,0,0,4.0125,0,1,0,0,0,0,1,0,0
380,0,3,1,19.0,0,0,7.775,0,0,0,1,0,0,1,0,0
381,1,1,0,42.0,0,0,227.525,0,1,0,0,0,1,0,0,0
382,1,3,0,1.0,0,2,15.7417,0,1,0,0,0,1,0,0,0
383,0,3,1,32.0,0,0,7.925,0,0,0,1,0,0,1,0,0
384,1,1,0,35.0,1,0,52.0,0,0,0,1,0,0,0,1,0
385,0,3,1,29.881137667304014,0,0,7.8958,0,0,0,1,0,0,1,0,0
386,0,2,1,18.0,0,0,73.5,0,0,0,1,0,0,1,0,0
387,0,3,1,1.0,5,2,46.9,0,0,0,1,1,0,0,0,0
388,1,2,0,36.0,0,0,13.0,0,0,0,1,0,1,0,0,0
389,0,3,1,29.881137667304014,0,0,7.7292,0,0,1,0,0,0,1,0,0
390,1,2,0,17.0,0,0,12.0,0,1,0,0,0,1,0,0,0
391,1,1,1,36.0,1,2,120.0,1,0,0,1,0,0,1,0,0
392,1,3,1,21.0,0,0,7.7958,0,0,0,1,0,0,1,0,0
393,0,3,1,28.0,2,0,7.925,0,0,0,1,0,0,1,0,0
394,1,1,0,23.0,1,0,113.275,1,1,0,0,0,1,0,0,0
395,1,3,0,24.0,0,2,16.7,1,0,0,1,0,0,0,1,0
396,0,3,1,22.0,0,0,7.7958,0,0,0,1,0,0,1,0,0
397,0,3,0,31.0,0,0,7.8542,0,0,0,1,0,1,0,0,0
398,0,2,1,46.0,0,0,26.0,0,0,0,1,0,0,1,0,0
399,0,2,1,23.0,0,0,10.5,0,0,0,1,0,0,0,0,1
400,1,2,0,28.0,0,0,12.65,0,0,0,1,0,0,0,1,0
401,1,3,1,39.0,0,0,7.925,0,0,0,1,0,0,1,0,0
402,0,3,1,26.0,0,0,8.05,0,0,0,1,0,0,1,0,0
403,0,3,0,21.0,1,0,9.825,0,0,0,1,0,1,0,0,0
404,0,3,1,28.0,1,0,15.85,0,0,0,1,0,0,1,0,0
405,0,3,0,20.0,0,0,8.6625,0,0,0,1,0,1,0,0,0
406,0,2,1,34.0,1,0,21.0,0,0,0,1,0,0,1,0,0
407,0,3,1,51.0,0,0,7.75,0,0,0,1,0,0,1,0,0
408,1,2,1,3.0,1,1,18.75,0,0,0,1,1,0,0,0,0
409,0,3,1,21.0,0,0,7.775,0,0,0,1,0,0,1,0,0
410,0,3,0,29.881137667304014,3,1,25.4667,0,0,0,1,0,1,0,0,0
411,0,3,1,29.881137667304014,0,0,7.8958,0,0,0,1,0,0,1,0,0
412,0,3,1,29.881137667304014,0,0,6.8583,0,0,1,0,0,0,1,0,0
413,1,1,0,33.0,1,0,90.0,1,0,1,0,0,1,0,0,0
414,0,2,1,29.881137667304014,0,0,0.0,0,0,0,1,0,0,1,0,0
415,1,3,1,44.0,0,0,7.925,0,0,0,1,0,0,1,0,0
416,0,3,0,29.881137667304014,0,0,8.05,0,0,0,1,0,0,0,1,0
417,1,2,0,34.0,1,1,32.5,0,0,0,1,0,0,0,1,0
418,1,2,0,18.0,0,2,13.0,0,0,0,1,0,1,0,0,0
419,0,2,1,30.0,0,0,13.0,0,0,0,1,0,0,1,0,0
420,0,3,0,10.0,0,2,24.15,0,0,0,1,0,0,0,0,1
421,0,3,1,29.881137667304014,0,0,7.8958,0,1,0,0,0,0,1,0,0
422,0,3,1,21.0,0,0,7.7333,0,0,1,0,0,0,1,0,0
423,0,3,1,29.0,0,0,7.875,0,0,0,1,0,0,1,0,0
424,0,3,0,28.0,1,1,14.4,0,0,0,1,0,0,0,1,0
425,0,3,1,18.0,1,1,20.2125,0,0,0,1,0,0,1,0,0
426,0,3,1,29.881137667304014,0,0,7.25,0,0,0,1,0,0,1,0,0
427,1,2,0,28.0,1,0,26.0,0,0,0,1,0,0,0,1,0
428,1,2,0,19.0,0,0,26.0,0,0,0,1,0,1,0,0,0
429,0,3,1,29.881137667304014,0,0,7.75,0,0,1,0,0,0,1,0,0
430,1,3,1,32.0,0,0,8.05,1,0,0,1,0,0,1,0,0
431,1,1,1,28.0,0,0,26.55,1,0,0,1,0,0,1,0,0
432,1,3,0,29.881137667304014,1,0,16.1,0,0,0,1,0,0,0,1,0
433,1,2,0,42.0,1,0,26.0,0,0,0,1,0,0,0,1,0
434,0,3,1,17.0,0,0,7.125,0,0,0,1,0,0,1,0,0
435,0,1,1,50.0,1,0,55.9,1,0,0,1,0,0,1,0,0
436,1,1,0,14.0,1,2,120.0,1,0,0,1,0,1,0,0,0
437,0,3,0,21.0,2,2,34.375,0,0,0,1,0,1,0,0,0
438,1,2,0,24.0,2,3,18.75,0,0,0,1,0,0,0,1,0
439,0,1,1,64.0,1,4,263.0,1,0,0,1,0,0,1,0,0
440,0,2,1,31.0,0,0,10.5,0,0,0,1,0,0,1,0,0
441,1,2,0,45.0,1,1,26.25,0,0,0,1,0,0,0,1,0
442,0,3,1,20.0,0,0,9.5,0,0,0,1,0,0,1,0,0
443,0,3,1,25.0,1,0,7.775,0,0,0,1,0,0,1,0,0
444,1,2,0,28.0,0,0,13.0,0,0,0,1,0,0,0,0,1
445,1,3,1,29.881137667304014,0,0,8.1125,0,0,0,1,0,0,1,0,0
446,1,1,1,4.0,0,2,81.8583,1,0,0,1,1,0,0,0,0
447,1,2,0,13.0,0,1,19.5,0,0,0,1,0,1,0,0,0
448,1,1,1,34.0,0,0,26.55,0,0,0,1,0,0,1,0,0
449,1,3,0,5.0,2,1,19.2583,0,1,0,0,0,1,0,0,0
450,1,1,1,52.0,0,0,30.5,1,0,0,1,0,0,0,0,1
451,0,2,1,36.0,1,2,27.75,0,0,0,1,0,0,1,0,0
452,0,3,1,29.881137667304014,1,0,19.9667,0,0,0,1,0,0,1,0,0
453,0,1,1,30.0,0,0,27.75,1,1,0,0,0,0,1,0,0
454,1,1,1,49.0,1,0,89.1042,1,1,0,0,0,0,1,0,0
455,0,3,1,29.881137667304014,0,0,8.05,0,0,0,1,0,0,1,0,0
456,1,3,1,29.0,0,0,7.8958,0,1,0,0,0,0,1,0,0
457,0,1,1,65.0,0,0,26.55,1,0,0,1,0,0,1,0,0
458,1,1,0,29.881137667304014,1,0,51.8625,1,0,0,1,0,0,0,1,0
459,1,2,0,50.0,0,0,10.5,0,0,0,1,0,1,0,0,0
460,0,3,1,29.881137667304014,0,0,7.75,0,0,1,0,0,0,1,0,0
461,1,1,1,48.0,0,0,26.55,1,0,0,1,0,0,1,0,0
462,0,3,1,34.0,0,0,8.05,0,0,0,1,0,0,1,0,0
463,0,1,1,47.0,0,0,38.5,1,0,0,1,0,0,1,0,0
464,0,2,1,48.0,0,0,13.0,0,0,0,1,0,0,1,0,0
465,0,3,1,29.881137667304014,0,0,8.05,0,0,0,1,0,0,1,0,0
466,0,3,1,38.0,0,0,7.05,0,0,0,1,0,0,1,0,0
467,0,2,1,29.881137667304014,0,0,0.0,0,0,0,1,0,0,1,0,0
468,0,1,1,56.0,0,0,26.55,0,0,0,1,0,0,1,0,0
469,0,3,1,29.881137667304014,0,0,7.725,0,0,1,0,0,0,1,0,0
470,1,3,0,0.75,2,1,19.2583,0,1,0,0,0,1,0,0,0
471,0,3,1,29.881137667304014,0,0,7.25,0,0,0,1,0,0,1,0,0
472,0,3,1,38.0,0,0,8.6625,0,0,0,1,0,0,1,0,0
473,1,2,0,33.0,1,2,27.75,0,0,0,1,0,0,0,1,0
474,1,2,0,23.0,0,0,13.7917,1,1,0,0,0,0,0,1,0
475,0,3,0,22.0,0,0,9.8375,0,0,0,1,0,1,0,0,0
476,0,1,1,29.881137667304014,0,0,52.0,1,0,0,1,0,0,1,0,0
477,0,2,1,34.0,1,0,21.0,0,0,0,1,0,0,1,0,0
478,0,3,1,29.0,1,0,7.0458,0,0,0,1,0,0,1,0,0
479,0,3,1,22.0,0,0,7.5208,0,0,0,1,0,0,1,0,0
480,1,3,0,2.0,0,1,12.2875,0,0,0,1,0,1,0,0,0
481,0,3,1,9.0,5,2,46.9,0,0,0,1,1,0,0,0,0
482,0,2,1,29.881137667304014,0,0,0.0,0,0,0,1,0,0,1,0,0
483,0,3,1,50.0,0,0,8.05,0,0,0,1,0,0,1,0,0
484,1,3,0,63.0,0,0,9.5875,0,0,0,1,0,0,0,1,0
485,1,1,1,25.0,1,0,91.0792,1,1,0,0,0,0,1,0,0
486,0,3,0,29.881137667304014,3,1,25.4667,0,0,0,1,0,1,0,0,0
487,1,1,0,35.0,1,0,90.0,1,0,0,1,0,0,0,1,0
488,0,1,1,58.0,0,0,29.7,1,1,0,0,0,0,1,0,0
489,0,3,1,30.0,0,0,8.05,0,0,0,1,0,0,1,0,0
490,1,3,1,9.0,1,1,15.9,0,0,0,1,1,0,0,0,0
491,0,3,1,29.881137667304014,1,0,19.9667,0,0,0,1,0,0,1,0,0
492,0,3,1,21.0,0,0,7.25,0,0,0,1,0,0,1,0,0
493,0,1,1,55.0,0,0,30.5,1,0,0,1,0,0,1,0,0
494,0,1,1,71.0,0,0,49.5042,0,1,0,0,0,0,1,0,0
495,0,3,1,21.0,0,0,8.05,0,0,0,1,0,0,1,0,0
496,0,3,1,29.881137667304014,0,0,14.4583,0,1,0,0,0,0,1,0,0
497,1,1,0,54.0,1,0,78.2667,1,1,0,0,0,1,0,0,0
498,0,3,1,29.881137667304014,0,0,15.1,0,0,0,1,0,0,1,0,0
499,0,1,0,25.0,1,2,151.55,1,0,0,1,0,0,0,1,0
500,0,3,1,24.0,0,0,7.7958,0,0,0,1,0,0,1,0,0
501,0,3,1,17.0,0,0,8.6625,0,0,0,1,0,0,1,0,0
502,0,3,0,21.0,0,0,7.75,0,0,1,0,0,1,0,0,0
503,0,3,0,29.881137667304014,0,0,7.6292,0,0,1,0,0,1,0,0,0
504,0,3,0,37.0,0,0,9.5875,0,0,0,1,0,1,0,0,0
505,1,1,0,16.0,0,0,86.5,1,0,0,1,0,1,0,0,0
506,0,1,1,18.0,1,0,108.9,1,1,0,0,0,0,0,0,1
507,1,2,0,33.0,0,2,26.0,0,0,0,1,0,0,0,1,0
508,1,1,1,29.881137667304014,0,0,26.55,0,0,0,1,0,0,1,0,0
509,0,3,1,28.0,0,0,22.525,0,0,0,1,0,0,1,0,0
510,1,3,1,26.0,0,0,56.4958,0,0,0,1,0,0,1,0,0
511,1,3,1,29.0,0,0,7.75,0,0,1,0,0,0,1,0,0
512,0,3,1,29.881137667304014,0,0,8.05,0,0,0,1,0,0,1,0,0
513,1,1,1,36.0,0,0,26.2875,1,0,0,1,0,0,1,0,0
514,1,1,0,54.0,1,0,59.4,0,1,0,0,0,0,0,1,0
515,0,3,1,24.0,0,0,7.4958,0,0,0,1,0,0,1,0,0
516,0,1,1,47.0,0,0,34.0208,1,0,0,1,0,0,1,0,0
517,1,2,0,34.0,0,0,10.5,1,0,0,1,0,0,0,1,0
518,0,3,1,29.881137667304014,0,0,24.15,0,0,1,0,0,0,1,0,0
519,1,2,0,36.0,1,0,26.0,0,0,0,1,0,0,0,1,0
520,0,3,1,32.0,0,0,7.8958,0,0,0,1,0,0,1,0,0
521,1,1,0,30.0,0,0,93.5,1,0,0,1,0,1,0,0,0
522,0,3,1,22.0,0,0,7.8958,0,0,0,1,0,0,1,0,0
523,0,3,1,29.881137667304014,0,0,7.225,0,1,0,0,0,0,1,0,0
524,1,1,0,44.0,0,1,57.9792,1,1,0,0,0,0,0,1,0
525,0,3,1,29.881137667304014,0,0,7.2292,0,1,0,0,0,0,1,0,0
526,0,3,1,40.5,0,0,7.75,0,0,1,0,0,0,1,0,0
527,1,2,0,50.0,0,0,10.5,0,0,0,1,0,1,0,0,0
528,0,1,1,29.881137667304014,0,0,221.7792,1,0,0,1,0,0,1,0,0
529,0,3,1,39.0,0,0,7.925,0,0,0,1,0,0,1,0,0
530,0,2,1,23.0,2,1,11.5,0,0,0,1,0,0,1,0,0
531,1,2,0,2.0,1,1,26.0,0,0,0,1,0,1,0,0,0
532,0,3,1,29.881137667304014,0,0,7.2292,0,1,0,0,0,0,1,0,0
533,0,3,1,17.0,1,1,7.2292,0,1,0,0,0,0,1,0,0
534,1,3,0,29.881137667304014,0,2,22.3583,0,1,0,0,0,0,0,1,0
535,0,3,0,30.0,0,0,8.6625,0,0,0,1,0,1,0,0,0
536,1,2,0,7.0,0,2,26.25,0,0,0,1,0,1,0,0,0
537,0,1,1,45.0,0,0,26.55,1,0,0,1,0,0,0,0,1
538,1,1,0,30.0,0,0,106.425,0,1,0,0,0,1,0,0,0
539,0,3,1,29.881137667304014,0,0,14.5,0,0,0,1,0,0,1,0,0
540,1,1,0,22.0,0,2,49.5,1,1,0,0,0,1,0,0,0
541,1,1,0,36.0,0,2,71.0,1,0,0,1,0,1,0,0,0
542,0,3,0,9.0,4,2,31.275,0,0,0,1,0,1,0,0,0
543,0,3,0,11.0,4,2,31.275,0,0,0,1,0,1,0,0,0
544,1,2,1,32.0,1,0,26.0,0,0,0,1,0,0,1,0,0
545,0,1,1,50.0,1,0,106.425,1,1,0,0,0,0,1,0,0
546,0,1,1,64.0,0,0,26.0,0,0,0,1,0,0,1,0,0
547,1,2,0,19.0,1,0,26.0,0,0,0,1,0,0,0,1,0
548,1,2,1,29.881137667304014,0,0,13.8625,0,1,0,0,0,0,0,0,1
549,0,3,1,33.0,1,1,20.525,0,0,0,1,0,0,1,0,0
550,1,2,1,8.0,1,1,36.75,0,0,0,1,1,0,0,0,0
551,1,1,1,17.0,0,2,110.8833,1,1,0,0,0,0,1,0,0
552,0,2,1,27.0,0,0,26.0,0,0,0,1,0,0,1,0,0
553,0,3,1,29.881137667304014,0,0,7.8292,0,0,1,0,0,0,1,0,0
554,1,3,1,22.0,0,0,7.225,0,1,0,0,0,0,1,0,0
555,1,3,0,22.0,0,0,7.775,0,0,0,1,0,1,0,0,0
556,0,1,1,62.0,0,0,26.55,0,0,0,1,0,0,1,0,0
557,1,1,0,48.0,1,0,39.6,1,1,0,0,0,0,0,0,1
558,0,1,1,29.881137667304014,0,0,227.525,0,1,0,0,0,0,1,0,0
559,1,1,0,39.0,1,1,79.65,1,0,0,1,0,0,0,1,0
560,1,3,0,36.0,1,0,17.4,0,0,0,1,0,0,0,0,1
561,0,3,1,29.881137667304014,0,0,7.75,0,0,1,0,0,0,1,0,0
562,0,3,1,40.0,0,0,7.8958,0,0,0,1,0,0,1,0,0
563,0,2,1,28.0,0,0,13.5,0,0,0,1,0,0,1,0,0
564,0,3,1,29.881137667304014,0,0,8.05,0,0,0,1,0,0,1,0,0
565,0,3,0,29.881137667304014,0,0,8.05,0,0,0,1,0,1,0,0,0
566,0,3,1,24.0,2,0,24.15,0,0,0,1,0,0,1,0,0
567,0,3,1,19.0,0,0,7.8958,0,0,0,1,0,0,1,0,0
568,0,3,0,29.0,0,4,21.075,0,0,0,1,0,0,0,1,0
569,0,3,1,29.881137667304014,0,0,7.2292,0,1,0,0,0,0,1,0,0
570,1,3,1,32.0,0,0,7.8542,0,0,0,1,0,0,1,0,0
571,1,2,1,62.0,0,0,10.5,0,0,0,1,0,0,1,0,0
572,1,1,0,53.0,2,0,51.4792,1,0,0,1,0,0,0,1,0
573,1,1,1,36.0,0,0,26.3875,1,0,0,1,0,0,1,0,0
574,1,3,0,29.881137667304014,0,0,7.75,0,0,1,0,0,1,0,0,0
575,0,3,1,16.0,0,0,8.05,0,0,0,1,0,0,1,0,0
576,0,3,1,19.0,0,0,14.5,0,0,0,1,0,0,1,0,0
577,1,2,0,34.0,0,0,13.0,0,0,0,1,0,1,0,0,0
578,1,1,0,39.0,1,0,55.9,1,0,0,1,0,0,0,1,0
579,0,3,0,29.881137667304014,1,0,14.4583,0,1,0,0,0,0,0,1,0
580,1,3,1,32.0,0,0,7.925,0,0,0,1,0,0,1,0,0
581,1,2,0,25.0,1,1,30.0,0,0,0,1,0,1,0,0,0
582,1,1,0,39.0,1,1,110.8833,1,1,0,0,0,0,0,1,0
583,0,2,1,54.0,0,0,26.0,0,0,0,1,0,0,1,0,0
584,0,1,1,36.0,0,0,40.125,1,1,0,0,0,0,1,0,0
585,0,3,1,29.881137667304014,0,0,8.7125,0,1,0,0,0,0,1,0,0
586,1,1,0,18.0,0,2,79.65,1,0,0,1,0,1,0,0,0
587,0,2,1,47.0,0,0,15.0,0,0,0,1,0,0,1,0,0
588,1,1,1,60.0,1,1,79.2,1,1,0,0,0,0,1,0,0
589,0,3,1,22.0,0,0,8.05,0,0,0,1,0,0,1,0,0
590,0,3,1,29.881137667304014,0,0,8.05,0,0,0,1,0,0,1,0,0
591,0,3,1,35.0,0,0,7.125,0,0,0,1,0,0,1,0,0
592,1,1,0,52.0,1,0,78.2667,1,1,0,0,0,0,0,1,0
593,0,3,1,47.0,0,0,7.25,0,0,0,1,0,0,1,0,0
594,0,3,0,29.881137667304014,0,2,7.75,0,0,1,0,0,1,0,0,0
595,0,2,1,37.0,1,0,26.0,0,0,0,1,0,0,1,0,0
596,0,3,1,36.0,1,1,24.15,0,0,0,1,0,0,0,0,1
597,1,2,0,29.881137667304014,0,0,33.0,0,0,0,1,0,1,0,0,0
599,0,3,1,29.881137667304014,0,0,7.225,0,1,0,0,0,0,1,0,0
600,1,1,1,49.0,1,0,56.9292,1,1,0,0,0,0,0,0,1
601,1,2,0,24.0,2,1,27.0,0,0,0,1,0,0,0,1,0
602,0,3,1,29.881137667304014,0,0,7.8958,0,0,0,1,0,0,1,0,0
603,0,1,1,29.881137667304014,0,0,42.4,0,0,0,1,0,0,1,0,0
604,0,3,1,44.0,0,0,8.05,0,0,0,1,0,0,1,0,0
605,1,1,1,35.0,0,0,26.55,0,1,0,0,0,0,1,0,0
606,0,3,1,36.0,1,0,15.55,0,0,0,1,0,0,1,0,0
607,0,3,1,30.0,0,0,7.8958,0,0,0,1,0,0,1,0,0
608,1,1,1,27.0,0,0,30.5,0,0,0,1,0,0,1,0,0
609,1,2,0,22.0,1,2,41.5792,0,1,0,0,0,0,0,1,0
610,1,1,0,40.0,0,0,153.4625,1,0,0,1,0,1,0,0,0
611,0,3,0,39.0,1,5,31.275,0,0,0,1,0,0,0,1,0
612,0,3,1,29.881137667304014,0,0,7.05,0,0,0,1,0,0,1,0,0
613,1,3,0,29.881137667304014,1,0,15.5,0,0,1,0,0,1,0,0,0
614,0,3,1,29.881137667304014,0,0,7.75,0,0,1,0,0,0,1,0,0
615,0,3,1,35.0,0,0,8.05,0,0,0,1,0,0,1,0,0
616,1,2,0,24.0,1,2,65.0,0,0,0,1,0,1,0,0,0
617,0,3,1,34.0,1,1,14.4,0,0,0,1,0,0,1,0,0
618,0,3,0,26.0,1,0,16.1,0,0,0,1,0,0,0,1,0
619,1,2,0,4.0,2,1,39.0,1,0,0,1,0,1,0,0,0
620,0,2,1,26.0,0,0,10.5,0,0,0,1,0,0,1,0,0
621,0,3,1,27.0,1,0,14.4542,0,1,0,0,0,0,1,0,0
622,1,1,1,42.0,1,0,52.5542,1,0,0,1,0,0,1,0,0
623,1,3,1,20.0,1,1,15.7417,0,1,0,0,0,0,1,0,0
624,0,3,1,21.0,0,0,7.8542,0,0,0,1,0,0,1,0,0
625,0,3,1,21.0,0,0,16.1,0,0,0,1,0,0,1,0,0
626,0,1,1,61.0,0,0,32.3208,1,0,0,1,0,0,1,0,0
627,0,2,1,57.0,0,0,12.35,0,0,1,0,0,0,0,0,1
628,1,1,0,21.0,0,0,77.9583,1,0,0,1,0,1,0,0,0
629,0,3,1,26.0,0,0,7.8958,0,0,0,1,0,0,1,0,0
630,0,3,1,29.881137667304014,0,0,7.7333,0,0,1,0,0,0,1,0,0
631,1,1,1,80.0,0,0,30.0,1,0,0,1,0,0,1,0,0
632,0,3,1,51.0,0,0,7.0542,0,0,0,1,0,0,1,0,0
633,1,1,1,32.0,0,0,30.5,1,1,0,0,0,0,0,0,1
634,0,1,1,29.881137667304014,0,0,0.0,0,0,0,1,0,0,1,0,0
635,0,3,0,9.0,3,2,27.9,0,0,0,1,0,1,0,0,0
636,1,2,0,28.0,0,0,13.0,0,0,0,1,0,1,0,0,0
637,0,3,1,32.0,0,0,7.925,0,0,0,1,0,0,1,0,0
638,0,2,1,31.0,1,1,26.25,0,0,0,1,0,0,1,0,0
639,0,3,0,41.0,0,5,39.6875,0,0,0,1,0,0,0,1,0
640,0,3,1,29.881137667304014,1,0,16.1,0,0,0,1,0,0,1,0,0
641,0,3,1,20.0,0,0,7.8542,0,0,0,1,0,0,1,0,0
642,1,1,0,24.0,0,0,69.3,1,1,0,0,0,0,0,0,1
643,0,3,0,2.0,3,2,27.9,0,0,0,1,0,1,0,0,0
644,1,3,1,29.881137667304014,0,0,56.4958,0,0,0,1,0,0,1,0,0
645,1,3,0,0.75,2,1,19.2583,0,1,0,0,0,1,0,0,0
646,1,1,1,48.0,1,0,76.7292,1,1,0,0,0,0,1,0,0
647,0,3,1,19.0,0,0,7.8958,0,0,0,1,0,0,1,0,0
648,1,1,1,56.0,0,0,35.5,1,1,0,0,0,0,0,0,1
649,0,3,1,29.881137667304014,0,0,7.55,0,0,0,1,0,0,1,0,0
650,1,3,0,23.0,0,0,7.55,0,0,0,1,0,1,0,0,0
651,0,3,1,29.881137667304014,0,0,7.8958,0,0,0,1,0,0,1,0,0
652,1,2,0,18.0,0,1,23.0,0,0,0,1,0,1,0,0,0
653,0,3,1,21.0,0,0,8.4333,0,0,0,1,0,0,1,0,0
654,1,3,0,29.881137667304014,0,0,7.8292,0,0,1,0,0,1,0,0,0
655,0,3,0,18.0,0,0,6.75,0,0,1,0,0,1,0,0,0
656,0,2,1,24.0,2,0,73.5,0,0,0,1,0,0,1,0,0
657,0,3,1,29.881137667304014,0,0,7.8958,0,0,0,1,0,0,1,0,0
658,0,3,0,32.0,1,1,15.5,0,0,1,0,0,0,0,1,0
659,0,2,1,23.0,0,0,13.0,0,0,0,1,0,0,1,0,0
660,0,1,1,58.0,0,2,113.275,1,1,0,0,0,0,1,0,0
661,1,1,1,50.0,2,0,133.65,0,0,0,1,0,0,0,0,1
662,0,3,1,40.0,0,0,7.225,0,1,0,0,0,0,1,0,0
663,0,1,1,47.0,0,0,25.5875,1,0,0,1,0,0,1,0,0
664,0,3,1,36.0,0,0,7.4958,0,0,0,1,0,0,1,0,0
665,1,3,1,20.0,1,0,7.925,0,0,0,1,0,0,1,0,0
666,0,2,1,32.0,2,0,73.5,0,0,0,1,0,0,1,0,0
667,0,2,1,25.0,0,0,13.0,0,0,0,1,0,0,1,0,0
668,0,3,1,29.881137667304014,0,0,7.775,0,0,0,1,0,0,1,0,0
669,0,3,1,43.0,0,0,8.05,0,0,0,1,0,0,1,0,0
670,1,1,0,29.881137667304014,1,0,52.0,1,0,0,1,0,0,0,1,0
671,1,2,0,40.0,1,1,39.0,0,0,0,1,0,0,0,1,0
672,0,1,1,31.0,1,0,52.0,1,0,0,1,0,0,1,0,0
673,0,2,1,70.0,0,0,10.5,0,0,0,1,0,0,1,0,0
674,1,2,1,31.0,0,0,13.0,0,0,0,1,0,0,1,0,0
675,0,2,1,29.881137667304014,0,0,0.0,0,0,0,1,0,0,1,0,0
676,0,3,1,18.0,0,0,7.775,0,0,0,1,0,0,1,0,0
677,0,3,1,24.5,0,0,8.05,0,0,0,1,0,0,1,0,0
678,1,3,0,18.0,0,0,9.8417,0,0,0,1,0,1,0,0,0
679,0,3,0,43.0,1,6,46.9,0,0,0,1,0,0,0,1,0
680,1,1,1,36.0,0,1,512.3292,1,1,0,0,0,0,1,0,0
681,0,3,0,29.881137667304014,0,0,8.1375,0,0,1,0,0,1,0,0,0
682,1,1,1,27.0,0,0,76.7292,1,1,0,0,0,0,1,0,0
683,0,3,1,20.0,0,0,9.225,0,0,0,1,0,0,1,0,0
684,0,3,1,14.0,5,2,46.9,0,0,0,1,0,0,1,0,0
685,0,2,1,60.0,1,1,39.0,0,0,0,1,0,0,1,0,0
686,0,2,1,25.0,1,2,41.5792,0,1,0,0,0,0,1,0,0
687,0,3,1,14.0,4,1,39.6875,0,0,0,1,0,0,1,0,0
688,0,3,1,19.0,0,0,10.1708,0,0,0,1,0,0,1,0,0
689,0,3,1,18.0,0,0,7.7958,0,0,0,1,0,0,1,0,0
690,1,1,0,15.0,0,1,211.3375,1,0,0,1,0,1,0,0,0
691,1,1,1,31.0,1,0,57.0,1,0,0,1,0,0,1,0,0
692,1,3,0,4.0,0,1,13.4167,0,1,0,0,0,1,0,0,0
693,1,3,1,29.881137667304014,0,0,56.4958,0,0,0,1,0,0,1,0,0
694,0,3,1,25.0,0,0,7.225,0,1,0,0,0,0,1,0,0
695,0,1,1,60.0,0,0,26.55,0,0,0,1,0,0,0,0,1
696,0,2,1,52.0,0,0,13.5,0,0,0,1,0,0,1,0,0
697,0,3,1,44.0,0,0,8.05,0,0,0,1,0,0,1,0,0
698,1,3,0,29.881137667304014,0,0,7.7333,0,0,1,0,0,1,0,0,0
699,0,1,1,49.0,1,1,110.8833,1,1,0,0,0,0,1,0,0
700,0,3,1,42.0,0,0,7.65,1,0,0,1,0,0,1,0,0
701,1,1,0,18.0,1,0,227.525,1,1,0,0,0,0,0,1,0
702,1,1,1,35.0,0,0,26.2875,1,0,0,1,0,0,1,0,0
703,0,3,0,18.0,0,1,14.4542,0,1,0,0,0,1,0,0,0
704,0,3,1,25.0,0,0,7.7417,0,0,1,0,0,0,1,0,0
705,0,3,1,26.0,1,0,7.8542,0,0,0,1,0,0,1,0,0
706,0,2,1,39.0,0,0,26.0,0,0,0,1,0,0,1,0,0
707,1,2,0,45.0,0,0,13.5,0,0,0,1,0,0,0,1,0
708,1,1,1,42.0,0,0,26.2875,1,0,0,1,0,0,1,0,0
709,1,1,0,22.0,0,0,151.55,0,0,0,1,0,1,0,0,0
710,1,3,1,29.881137667304014,1,1,15.2458,0,1,0,0,1,0,0,0,0
711,1,1,0,24.0,0,0,49.5042,1,1,0,0,0,0,0,0,1
