Survived,PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,HasCabin,Embarked_C,Embarked_Q,Embarked_S,Title_Master.,Title_Miss.,Title_Mr.,Title_Mrs.,Title_Other
0,139,3,1,16.0,0,0,9.2167,0,0,0,1,0,0,1,0,0
0,133,3,0,47.0,1,0,14.5,0,0,0,1,0,0,0,1,0
1,652,2,0,18.0,0,1,23.0,0,0,0,1,0,1,0,0,0
0,414,2,1,29.355520000000002,0,0,0.0,0,0,0,1,0,0,1,0,0
0,811,3,1,26.0,0,0,7.8875,0,0,0,1,0,0,1,0,0
1,551,1,1,17.0,0,2,110.8833,1,1,0,0,0,0,1,0,0
0,378,1,1,27.0,0,2,211.5,1,1,0,0,0,0,1,0,0
1,578,1,0,39.0,1,0,55.9,1,0,0,1,0,0,0,1,0
0,279,3,1,7.0,4,1,29.125,0,0,1,0,1,0,0,0,0
0,493,1,1,55.0,0,0,30.5,1,0,0,1,0,0,1,0,0
0,286,3,1,33.0,0,0,8.6625,0,1,0,0,0,0,1,0,0
0,123,2,1,32.5,1,0,30.0708,0,1,0,0,0,0,1,0,0
0,175,1,1,56.0,0,0,30.6958,1,1,0,0,0,0,1,0,0
1,391,1,1,36.0,1,2,120.0,1,0,0,1,0,0,1,0,0
1,511,3,1,29.0,0,0,7.75,0,0,1,0,0,0,1,0,0
1,802,2,0,31.0,1,1,26.25,0,0,0,1,0,0,0,1,0
1,346,2,0,24.0,0,0,13.0,1,0,0,1,0,1,0,0,0
1,142,3,0,22.0,0,0,7.75,0,0,0,1,0,1,0,0,0
0,568,3,0,29.0,0,4,21.075,0,0,0,1,0,0,0,1,0
0,817,3,0,23.0,0,0,7.925,0,0,0,1,0,1,0,0,0
0,847,3,1,29.355520000000002,8,2,69.55,0,0,0,1,0,0,1,0,0
1,417,2,0,34.0,1,1,32.5,0,0,0,1,0,0,0,1,0
1,766,1,0,51.0,1,0,77.9583,1,0,0,1,0,0,0,1,0
1,408,2,1,3.0,1,1,18.75,0,0,0,1,1,0,0,0,0
0,103,1,1,21.0,0,1,77.2875,1,0,0,1,0,0,1,0,0
0,266,2,1,36.0,0,0,10.5,0,0,0,1,0,0,1,0,0
0,737,3,0,48.0,1,3,34.375,0,0,0,1,0,0,0,1,0
1,26,3,0,38.0,1,5,31.3875,0,0,0,1,0,0,0,1,0
0,679,3,0,43.0,1,6,46.9,0,0,0,1,0,0,0,1,0
0,774,3,1,29.355520000000002,0,0,7.225,0,1,0,0,0,0,1,0,0
1,538,1,0,30.0,0,0,106.425,0,1,0,0,0,1,0,0,0
0,198,3,1,42.0,0,1,8.4042,0,0,0,1,0,0,1,0,0
0,818,2,1,31.0,1,1,37.0042,0,1,0,0,0,0,1,0,0
1,143,3,0,24.0,1,0,15.85,0,0,0,1,0,0,0,1,0
1,782,1,0,17.0,1,0,57.0,1,0,0,1,0,0,0,1,0
0,51,3,1,7.0,4,1,39.6875,0,0,0,1,1,0,0,0,0
1,12,1,0,58.0,0,0,26.55,1,0,0,1,0,1,0,0,0
0,595,2,1,37.0,1,0,26.0,0,0,0,1,0,0,1,0,0
1,513,1,1,36.0,0,0,26.2875,1,0,0,1,0,0,1,0,0
1,610,1,0,40.0,0,0,153.4625,1,0,0,1,0,1,0,0,0
1,304,2,0,29.355520000000002,0,0,12.35,1,0,1,0,0,1,0,0,0
1,323,2,0,30.0,0,0,12.35,0,0,1,0,0,1,0,0,0
1,280,3,0,35.0,1,1,20.25,0,0,0,1,0,0,0,1,0
0,397,3,0,31.0,0,0,7.8542,0,0,0,1,0,1,0,0,0
0,886,3,0,39.0,0,5,29.125,0,0,1,0,0,0,0,1,0
1,682,1,1,27.0,0,0,76.7292,1,1,0,0,0,0,1,0,0
0,38,3,1,21.0,0,0,8.05,0,0,0,1,0,0,1,0,0
0,696,2,1,52.0,0,0,13.5,0,0,0,1,0,0,1,0,0
1,231,1,0,35.0,1,0,83.475,1,0,0,1,0,0,0,1,0
0,681,3,0,29.355520000000002,0,0,8.1375,0,0,1,0,0,1,0,0,0
1,310,1,0,30.0,0,0,56.9292,1,1,0,0,0,1,0,0,0
1,348,3,0,29.355520000000002,1,0,16.1,0,0,0,1,0,0,0,1,0
0,758,2,1,18.0,0,0,11.5,0,0,0,1,0,0,1,0,0
1,633,1,1,32.0,0,0,30.5,1,1,0,0,0,0,0,0,1
0,793,3,0,29.355520000000002,8,2,69.55,0,0,0,1,0,1,0,0,0
1,605,1,1,35.0,0,0,26.55,0,1,0,0,0,0,1,0,0
0,491,3,1,29.355520000000002,1,0,19.9667,0,0,0,1,0,0,1,0,0
1,613,3,0,29.355520000000002,1,0,15.5,0,0,1,0,0,1,0,0,0
1,16,2,0,55.0,0,0,16.0,0,0,0,1,0,0,0,1,0
0,288,3,1,22.0,0,0,7.8958,0,0,0,1,0,0,1,0,0
1,619,2,0,4.0,2,1,39.0,1,0,0,1,0,1,0,0,0
1,59,2,0,5.0,1,2,27.75,0,0,0,1,0,1,0,0,0
1,276,1,0,63.0,1,0,77.9583,1,0,0,1,0,1,0,0,0
0,750,3,1,31.0,0,0,7.75,0,0,1,0,0,0,1,0,0
0,733,2,1,29.355520000000002,0,0,0.0,0,0,0,1,0,0,1,0,0
0,471,3,1,29.355520000000002,0,0,7.25,0,0,0,1,0,0,1,0,0
0,247,3,0,25.0,0,0,7.775,0,0,0,1,0,1,0,0,0
1,205,3,1,18.0,0,0,8.05,0,0,0,1,0,0,1,0,0
1,98,1,1,23.0,0,1,63.3583,1,1,0,0,0,0,1,0,0
0,318,2,1,54.0,0,0,14.0,0,0,0,1,0,0,0,0,1
0,91,3,1,29.0,0,0,8.05,0,0,0,1,0,0,1,0,0
0,783,1,1,29.0,0,0,30.0,1,0,0,1,0,0,1,0,0
0,76,3,1,25.0,0,0,7.65,1,0,0,1,0,0,1,0,0
0,506,1,1,18.0,1,0,108.9,1,1,0,0,0,0,1,0,0
0,43,3,1,29.355520000000002,0,0,7.8958,0,1,0,0,0,0,1,0,0
1,867,2,0,27.0,1,0,13.8583,0,1,0,0,0,1,0,0,0
0,606,3,1,36.0,1,0,15.55,0,0,0,1,0,0,1,0,0
1,134,2,0,29.0,1,0,26.0,0,0,0,1,0,0,0,1,0
0,762,3,1,41.0,0,0,7.125,0,0,0,1,0,0,1,0,0
1,195,1,0,44.0,0,0,27.7208,1,1,0,0,0,0,0,1,0
0,720,3,1,33.0,0,0,7.775,0,0,0,1,0,0,1,0,0
0,583,2,1,54.0,0,0,26.0,0,0,0,1,0,0,1,0,0
0,483,3,1,50.0,0,0,8.05,0,0,0,1,0,0,1,0,0
0,396,3,1,22.0,0,0,7.7958,0,0,0,1,0,0,1,0,0
0,100,2,1,34.0,1,0,26.0,0,0,0,1,0,0,1,0,0
0,772,3,1,48.0,0,0,7.8542,0,0,0,1,0,0,1,0,0
0,81,3,1,22.0,0,0,9.0,0,0,0,1,0,0,1,0,0
1,188,1,1,45.0,0,0,26.55,0,0,0,1,0,0,1,0,0
0,576,3,1,19.0,0,0,14.5,0,0,0,1,0,0,1,0,0
1,324,2,0,22.0,1,1,29.0,0,0,0,1,0,0,0,1,0
1,427,2,0,28.0,1,0,26.0,0,0,0,1,0,0,0,1,0
1,586,1,0,18.0,0,2,79.65,1,0,0,1,0,1,0,0,0
1,557,1,0,48.0,1,0,39.6,1,1,0,0,0,0,0,0,1
1,572,1,0,53.0,2,0,51.4792,1,0,0,1,0,0,0,1,0
0,96,3,1,29.355520000000002,0,0,8.05,0,0,0,1,0,0,1,0,0
1,713,1,1,48.0,1,0,52.0,1,0,0,1,0,0,1,0,0
0,141,3,0,29.355520000000002,0,2,15.2458,0,1,0,0,0,0,0,1,0
0,55,1,1,65.0,0,1,61.9792,1,1,0,0,0,0,1,0,0
1,368,3,0,29.355520000000002,0,0,7.2292,0,1,0,0,0,0,0,1,0
0,387,3,1,1.0,5,2,46.9,0,0,0,1,1,0,0,0,0
1,376,1,0,29.355520000000002,1,0,82.1708,0,1,0,0,0,0,0,1,0
1,194,2,1,3.0,1,1,26.0,1,0,0,1,1,0,0,0,0
0,643,3,0,2.0,3,2,27.9,0,0,0,1,0,1,0,0,0
1,44,2,0,3.0,1,2,41.5792,0,1,0,0,0,1,0,0,0
1,40,3,0,14.0,1,0,11.2417,0,1,0,0,0,1,0,0,0
1,588,1,1,60.0,1,1,79.2,1,1,0,0,0,0,1,0,0
0,380,3,1,19.0,0,0,7.775,0,0,0,1,0,0,1,0,0
0,423,3,1,29.0,0,0,7.875,0,0,0,1,0,0,1,0,0
1,600,1,1,49.0,1,0,56.9292,1,1,0,0,0,0,0,0,1
0,542,3,0,9.0,4,2,31.275,0,0,0,1,0,1,0,0,0
0,535,3,0,30.0,0,0,8.6625,0,0,0,1,0,1,0,0,0
1,804,3,1,0.42,0,1,8.5167,0,1,0,0,1,0,0,0,0
1,866,2,0,42.0,0,0,13.0,0,0,0,1,0,0,0,1,0
0,504,3,0,37.0,0,0,9.5875,0,0,0,1,0,1,0,0,0
0,647,3,1,19.0,0,0,7.8958,0,0,0,1,0,0,1,0,0
0,749,1,1,19.0,1,0,53.1,1,0,0,1,0,0,1,0,0
1,821,1,0,52.0,1,1,93.5,1,0,0,1,0,0,0,1,0
1,787,3,0,18.0,0,0,7.4958,0,0,0,1,0,1,0,0,0
1,184,2,1,1.0,2,1,39.0,1,0,0,1,1,0,0,0,0
0,852,3,1,74.0,0,0,7.775,0,0,0,1,0,0,1,0,0
0,558,1,1,29.355520000000002,0,0,227.525,0,1,0,0,0,0,1,0,0
0,163,3,1,26.0,0,0,7.775,0,0,0,1,0,0,1,0,0
0,455,3,1,29.355520000000002,0,0,8.05,0,0,0,1,0,0,1,0,0
0,220,2,1,30.0,0,0,10.5,0,0,0,1,0,0,1,0,0
0,245,3,1,30.0,0,0,7.225,0,1,0,0,0,0,1,0,0
0,422,3,1,21.0,0,0,7.7333,0,0,1,0,0,0,1,0,0
0,884,2,1,28.0,0,0,10.5,0,0,0,1,0,0,1,0,0
0,453,1,1,30.0,0,0,27.75,1,1,0,0,0,0,1,0,0
0,841,3,1,20.0,0,0,7.925,0,0,0,1,0,0,1,0,0
0,264,1,1,40.0,0,0,0.0,1,0,0,1,0,0,1,0,0
1,381,1,0,42.0,0,0,227.525,0,1,0,0,0,1,0,0,0
1,24,1,1,28.0,0,0,35.5,1,0,0,1,0,0,1,0,0
1,708,1,1,42.0,0,0,26.2875,1,0,0,1,0,0,1,0,0
0,15,3,0,14.0,0,0,7.8542,0,0,0,1,0,1,0,0,0
0,703,3,0,18.0,0,1,14.4542,0,1,0,0,0,1,0,0,0
0,549,3,1,33.0,1,1,20.525,0,0,0,1,0,0,1,0,0
1,54,2,0,29.0,1,0,26.0,0,0,0,1,0,0,0,1,0
0,495,3,1,21.0,0,0,8.05,0,0,0,1,0,0,1,0,0
0,686,2,1,25.0,1,2,41.5792,0,1,0,0,0,0,1,0,0
0,116,3,1,21.0,0,0,7.925,0,0,0,1,0,0,1,0,0
0,105,3,1,37.0,2,0,7.925,0,0,0,1,0,0,1,0,0
1,738,1,1,35.0,0,0,512.3292,1,1,0,0,0,0,1,0,0
1,798,3,0,31.0,0,0,8.6833,0,0,0,1,0,0,0,1,0
0,615,3,1,35.0,0,0,8.05,0,0,0,1,0,0,1,0,0
0,815,3,1,30.5,0,0,8.05,0,0,0,1,0,0,1,0,0
0,161,3,1,44.0,0,1,16.1,0,0,0,1,0,0,1,0,0
1,863,1,0,48.0,0,0,25.9292,1,0,0,1,0,0,0,1,0
1,574,3,0,29.355520000000002,0,0,7.75,0,0,1,0,0,1,0,0,0
0,498,3,1,29.355520000000002,0,0,15.1,0,0,0,1,0,0,1,0,0
0,58,3,1,28.5,0,0,7.2292,0,1,0,0,0,0,1,0,0
0,237,2,1,44.0,1,0,26.0,0,0,0,1,0,0,1,0,0
0,882,3,1,33.0,0,0,7.8958,0,0,0,1,0,0,1,0,0
0,788,3,1,8.0,4,1,29.125,0,0,1,0,1,0,0,0,0
1,693,3,1,29.355520000000002,0,0,56.4958,0,0,0,1,0,0,1,0,0
0,673,2,1,70.0,0,0,10.5,0,0,0,1,0,0,1,0,0
0,478,3,1,29.0,1,0,7.0458,0,0,0,1,0,0,1,0,0
0,322,3,1,27.0,0,0,7.8958,0,0,0,1,0,0,1,0,0
0,800,3,0,30.0,1,1,24.15,0,0,0,1,0,0,0,1,0
0,739,3,1,29.355520000000002,0,0,7.8958,0,0,0,1,0,0,1,0,0
0,1,3,1,22.0,1,0,7.25,0,0,0,1,0,0,1,0,0
0,883,3,0,22.0,0,0,10.5167,0,0,0,1,0,1,0,0,0
0,546,1,1,64.0,0,0,26.0,0,0,0,1,0,0,1,0,0
1,756,2,1,0.67,1,1,14.5,0,0,0,1,1,0,0,0,0
0,501,3,1,17.0,0,0,8.6625,0,0,0,1,0,0,1,0,0
0,35,1,1,28.0,1,0,82.1708,0,1,0,0,0,0,1,0,0
0,156,1,1,51.0,0,1,61.3792,0,1,0,0,0,0,1,0,0
1,212,2,0,35.0,0,0,21.0,0,0,0,1,0,1,0,0,0
0,704,3,1,25.0,0,0,7.7417,0,0,1,0,0,0,1,0,0
0,877,3,1,20.0,0,0,9.8458,0,0,0,1,0,0,1,0,0
0,719,3,1,29.355520000000002,0,0,15.5,0,0,1,0,0,0,1,0,0
1,474,2,0,23.0,0,0,13.7917,1,1,0,0,0,0,0,1,0
1,870,3,1,4.0,1,1,11.1333,0,0,0,1,1,0,0,0,0
0,71,2,1,32.0,0,0,10.5,0,0,0,1,0,0,1,0,0
0,353,3,1,15.0,1,1,7.2292,0,1,0,0,0,0,1,0,0
1,301,3,0,29.355520000000002,0,0,7.75,0,0,1,0,0,1,0,0,0
0,489,3,1,30.0,0,0,8.05,0,0,0,1,0,0,1,0,0
0,627,2,1,57.0,0,0,12.35,0,0,1,0,0,0,0,0,1
0,522,3,1,22.0,0,0,7.8958,0,0,0,1,0,0,1,0,0
1,527,2,0,50.0,0,0,10.5,0,0,0,1,0,1,0,0,0
0,638,2,1,31.0,1,1,26.25,0,0,0,1,0,0,1,0,0
0,340,1,1,45.0,0,0,35.5,1,0,0,1,0,0,1,0,0
0,525,3,1,29.355520000000002,0,0,7.2292,0,1,0,0,0,0,1,0,0
0,111,1,1,47.0,0,0,52.0,1,0,0,1,0,0,1,0,0
0,796,2,1,39.0,0,0,13.0,0,0,0,1,0,0,1,0,0
0,140,1,1,24.0,0,0,79.2,1,1,0,0,0,0,1,0,0
0,844,3,1,34.5,0,0,6.4375,0,1,0,0,0,0,1,0,0
0,92,3,1,20.0,0,0,7.8542,0,0,0,1,0,0,1,0,0
0,770,3,1,32.0,0,0,8.3625,0,0,0,1,0,0,1,0,0
0,715,2,1,52.0,0,0,13.0,0,0,0,1,0,0,1,0,0
0,849,2,1,28.0,0,1,33.0,0,0,0,1,0,0,0,0,1
0,864,3,0,29.355520000000002,8,2,69.55,0,0,0,1,0,1,0,0,0
0,305,3,1,29.355520000000002,0,0,8.05,0,0,0,1,0,0,1,0,0
1,709,1,0,22.0,0,0,151.55,0,0,0,1,0,1,0,0,0
1,449,3,0,5.0,2,1,19.2583,0,1,0,0,0,1,0,0,0
1,216,1,0,31.0,1,0,113.275,1,1,0,0,0,1,0,0,0
1,430,3,1,32.0,0,0,8.05,1,0,0,1,0,0,1,0,0
0,203,3,1,34.0,0,0,6.4958,0,0,0,1,0,0,1,0,0
1,284,3,1,19.0,0,0,8.05,0,0,0,1,0,0,1,0,0
1,822,3,1,27.0,0,0,8.6625,0,0,0,1,0,0,1,0,0
0,792,2,1,16.0,0,0,26.0,0,0,0,1,0,0,1,0,0
1,370,1,0,24.0,0,0,69.3,1,1,0,0,0,0,0,0,1
0,233,2,1,59.0,0,0,13.5,0,0,0,1,0,0,1,0,0
0,25,3,0,8.0,3,1,21.075,0,0,0,1,0,1,0,0,0
0,653,3,1,21.0,0,0,8.4333,0,0,0,1,0,0,1,0,0
1,289,2,1,42.0,0,0,13.0,0,0,0,1,0,0,1,0,0
1,473,2,0,33.0,1,2,27.75,0,0,0,1,0,0,0,1,0
0,523,3,1,29.355520000000002,0,0,7.225,0,1,0,0,0,0,1,0,0
0,6,3,1,29.355520000000002,0,0,8.4583,0,0,1,0,0,0,1,0,0
0,153,3,1,55.5,0,0,8.05,0,0,0,1,0,0,1,0,0
1,260,2,0,50.0,0,1,26.0,0,0,0,1,0,0,0,1,0
0,672,1,1,31.0,1,0,52.0,1,0,0,1,0,0,1,0,0
0,868,1,1,31.0,0,0,50.4958,1,0,0,1,0,0,1,0,0
0,17,3,1,2.0,4,1,29.125,0,0,1,0,1,0,0,0,0
1,147,3,1,27.0,0,0,7.7958,0,0,0,1,0,0,1,0,0
1,581,2,0,25.0,1,1,30.0,0,0,0,1,0,1,0,0,0
0,732,3,1,11.0,0,0,18.7875,0,1,0,0,0,0,1,0,0
0,356,3,1,28.0,0,0,9.5,0,0,0,1,0,0,1,0,0
0,372,3,1,18.0,1,0,6.4958,0,0,0,1,0,0,1,0,0
0,94,3,1,26.0,1,2,20.575,0,0,0,1,0,0,1,0,0
0,791,3,1,29.355520000000002,0,0,7.75,0,0,1,0,0,0,1,0,0
1,167,1,0,29.355520000000002,0,1,55.0,1,0,0,1,0,0,0,1,0
0,297,3,1,23.5,0,0,7.2292,0,1,0,0,0,0,1,0,0
0,632,3,1,51.0,0,0,7.0542,0,0,0,1,0,0,1,0,0
0,801,2,1,34.0,0,0,13.0,0,0,0,1,0,0,1,0,0
0,569,3,1,29.355520000000002,0,0,7.2292,0,1,0,0,0,0,1,0,0
0,664,3,1,36.0,0,0,7.4958,0,0,0,1,0,0,1,0,0
1,330,1,0,16.0,0,1,57.9792,1,1,0,0,0,1,0,0,0
1,642,1,0,24.0,0,0,69.3,1,1,0,0,0,0,0,0,1
0,398,2,1,46.0,0,0,26.0,0,0,0,1,0,0,1,0,0
0,700,3,1,42.0,0,0,7.65,1,0,0,1,0,0,1,0,0
0,78,3,1,29.355520000000002,0,0,8.05,0,0,0,1,0,0,1,0,0
0,699,1,1,49.0,1,1,110.8833,1,1,0,0,0,0,1,0,0
1,428,2,0,19.0,0,0,26.0,0,0,0,1,0,1,0,0,0
0,70,3,1,26.0,2,0,8.6625,0,0,0,1,0,0,1,0,0
0,846,3,1,42.0,0,0,7.55,0,0,0,1,0,0,1,0,0
0,768,3,0,30.5,0,0,7.75,0,0,1,0,0,1,0,0,0
1,646,1,1,48.0,1,0,76.7292,1,1,0,0,0,0,1,0,0
1,497,1,0,54.0,1,0,78.2667,1,1,0,0,0,1,0,0,0
0,617,3,1,34.0,1,1,14.4,0,0,0,1,0,0,1,0,0
0,181,3,0,29.355520000000002,8,2,69.55,0,0,0,1,0,1,0,0,0
0,65,1,1,29.355520000000002,0,0,27.7208,0,1,0,0,0,0,1,0,0
0,779,3,1,29.355520000000002,0,0,7.7375,0,0,1,0,0,0,1,0,0
1,342,1,0,24.0,3,2,263.0,1,0,0,1,0,1,0,0,0
0,553,3,1,29.355520000000002,0,0,7.8292,0,0,1,0,0,0,1,0,0
0,207,3,1,32.0,1,0,15.85,0,0,0,1,0,0,1,0,0
1,319,1,0,31.0,0,2,164.8667,1,0,0,1,0,1,0,0,0
0,358,2,0,38.0,0,0,13.0,0,0,0,1,0,1,0,0,0
0,178,1,0,50.0,0,0,28.7125,1,1,0,0,0,1,0,0,0
0,213,3,1,22.0,0,0,7.25,0,0,0,1,0,0,1,0,0
0,462,3,1,34.0,0,0,8.05,0,0,0,1,0,0,1,0,0
0,170,3,1,28.0,0,0,56.4958,0,0,0,1,0,0,1,0,0
0,865,2,1,24.0,0,0,13.0,0,0,0,1,0,0,1,0,0
1,217,3,0,27.0,0,0,7.925,0,0,0,1,0,1,0,0,0
1,66,3,1,29.355520000000002,1,1,15.2458,0,1,0,0,1,0,0,0,0
0,389,3,1,29.355520000000002,0,0,7.7292,0,0,1,0,0,0,1,0,0
0,293,2,1,36.0,0,0,12.875,1,1,0,0,0,0,1,0,0
0,214,2,1,30.0,0,0,13.0,0,0,0,1,0,0,1,0,0
1,326,1,0,36.0,0,0,135.6333,1,1,0,0,0,1,0,0,0
0,283,3,1,16.0,0,0,9.5,0,0,0,1,0,0,1,0,0
0,481,3,1,9.0,5,2,46.9,0,0,0,1,1,0,0,0,0
0,192,2,1,19.0,0,0,13.0,0,0,0,1,0,0,1,0,0
0,345,2,1,36.0,0,0,13.0,0,0,0,1,0,0,1,0,0
1,609,2,0,22.0,1,2,41.5792,0,1,0,0,0,0,0,1,0
0,660,1,1,58.0,0,2,113.275,1,1,0,0,0,0,1,0,0
1,85,2,0,17.0,0,0,10.5,0,0,0,1,0,1,0,0,0
1,521,1,0,30.0,0,0,93.5,1,0,0,1,0,1,0,0,0
1,644,3,1,29.355520000000002,0,0,56.4958,0,0,0,1,0,0,1,0,0
1,831,3,0,15.0,1,0,14.4542,0,1,0,0,0,0,0,1,0
