Survived,PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,HasCabin,Embarked_C,Embarked_Q,Embarked_S,Title_Dr.,Title_Master.,Title_Miss.,Title_Mr.,Title_Mrs.,Title_Other,Title_Rev.,TicketNumber,TicketHasPort
0,130,3,1,45.0,0,0,6.975,0,0,0,1,0,0,0,1,0,0,0,347061,0
0,566,3,1,24.0,2,0,24.15,0,0,0,1,0,0,0,1,0,0,0,48871,1
1,480,3,0,2.0,0,1,12.2875,0,0,0,1,0,0,1,0,0,0,0,3101298,0
1,456,3,1,29.0,0,0,7.8958,0,1,0,0,0,0,0,1,0,0,0,349240,0
0,528,1,1,29.355520000000002,0,0,221.7792,1,0,0,1,0,0,0,1,0,0,0,17483,1
0,72,3,0,16.0,5,2,46.9,0,0,0,1,0,0,1,0,0,0,0,2144,1
1,308,1,0,17.0,1,0,108.9,1,1,0,0,0,0,0,0,1,0,0,17758,1
1,129,3,0,29.355520000000002,1,1,22.3583,1,1,0,0,0,0,1,0,0,0,0,2668,0
1,550,2,1,8.0,1,1,36.75,0,0,0,1,0,1,0,0,0,0,0,33112,1
0,773,2,0,57.0,0,0,10.5,1,0,0,1,0,0,0,0,1,0,0,3,1
1,347,2,0,40.0,0,0,13.0,0,0,0,1,0,0,1,0,0,0,0,31418,0
0,131,3,1,33.0,0,0,7.8958,0,1,0,0,0,0,0,1,0,0,0,349241,0
0,373,3,1,19.0,0,0,8.05,0,0,0,1,0,0,0,1,0,0,0,323951,0
1,339,3,1,45.0,0,0,8.05,0,0,0,1,0,0,0,1,0,0,0,7598,0
0,241,3,0,29.355520000000002,1,0,14.4542,0,1,0,0,0,0,1,0,0,0,0,2665,0
1,227,2,1,19.0,0,0,10.5,0,0,0,1,0,0,0,1,0,0,0,751,1
1,221,3,1,16.0,0,0,8.05,0,0,0,1,0,0,0,1,0,0,0,392089,1
0,350,3,1,42.0,0,0,8.6625,0,0,0,1,0,0,0,1,0,0,0,315088,0
0,164,3,1,17.0,0,0,8.6625,0,0,0,1,0,0,0,1,0,0,0,315093,0
1,75,3,1,32.0,0,0,56.4958,0,0,0,1,0,0,0,1,0,0,0,1601,0
0,785,3,1,25.0,0,0,7.05,0,0,0,1,0,0,0,1,0,0,0,3101312,1
1,560,3,0,36.0,1,0,17.4,0,0,0,1,0,0,0,0,1,0,0,345572,0
1,69,3,0,17.0,4,2,7.925,0,0,0,1,0,0,1,0,0,0,0,3101281,0
0,13,3,1,20.0,0,0,8.05,0,0,0,1,0,0,0,1,0,0,0,2151,1
1,519,2,0,36.0,1,0,26.0,0,0,0,1,0,0,0,0,1,0,0,226875,0
0,115,3,0,17.0,0,0,14.4583,0,1,0,0,0,0,1,0,0,0,0,2627,0
0,565,3,0,29.355520000000002,0,0,8.05,0,0,0,1,0,0,1,0,0,0,0,392087,1
0,659,2,1,23.0,0,0,13.0,0,0,0,1,0,0,0,1,0,0,0,29751,0
1,185,3,0,4.0,0,2,22.025,0,0,0,1,0,0,1,0,0,0,0,315153,0
0,375,3,0,3.0,3,1,21.075,0,0,0,1,0,0,1,0,0,0,0,349909,0
0,232,3,1,29.0,0,0,7.775,0,0,0,1,0,0,0,1,0,0,0,347067,0
1,248,2,0,24.0,0,2,14.5,0,0,0,1,0,0,0,0,1,0,0,250649,0
0,421,3,1,29.355520000000002,0,0,7.8958,0,1,0,0,0,0,0,1,0,0,0,349254,0
1,394,1,0,23.0,1,0,113.275,1,1,0,0,0,0,1,0,0,0,0,35273,0
1,616,2,0,24.0,1,2,65.0,0,0,0,1,0,0,1,0,0,0,0,220845,0
0,149,2,1,36.5,0,2,26.0,1,0,0,1,0,0,0,1,0,0,0,230080,0
1,292,1,0,19.0,1,0,91.0792,1,1,0,0,0,0,0,0,1,0,0,11967,0
0,374,1,1,22.0,0,0,135.6333,0,1,0,0,0,0,0,1,0,0,0,17760,1
1,623,3,1,20.0,1,1,15.7417,0,1,0,0,0,0,0,1,0,0,0,2653,0
0,759,3,1,34.0,0,0,8.05,0,0,0,1,0,0,0,1,0,0,0,363294,0
1,48,3,0,29.355520000000002,0,0,7.75,0,0,1,0,0,0,1,0,0,0,0,14311,0
0,224,3,1,29.355520000000002,0,0,7.8958,0,0,0,1,0,0,0,1,0,0,0,349234,0
1,302,3,1,29.355520000000002,2,0,23.25,0,0,1,0,0,0,0,1,0,0,0,367226,0
0,183,3,1,9.0,4,2,31.3875,0,0,0,1,0,1,0,0,0,0,0,347077,0
1,678,3,0,18.0,0,0,9.8417,0,0,0,1,0,0,1,0,0,0,0,4138,0
0,663,1,1,47.0,0,0,25.5875,1,0,0,1,0,0,0,1,0,0,0,5727,0
0,488,1,1,58.0,0,0,29.7,1,1,0,0,0,0,0,1,0,0,0,11771,0
0,379,3,1,20.0,0,0,4.0125,0,1,0,0,0,0,0,1,0,0,0,2648,0
0,776,3,1,18.0,0,0,7.75,0,0,0,1,0,0,0,1,0,0,0,347078,0
1,357,1,0,22.0,0,1,55.0,1,0,0,1,0,0,1,0,0,0,0,113505,0
1,454,1,1,49.0,1,0,89.1042,1,1,0,0,0,0,0,1,0,0,0,17453,0
0,52,3,1,21.0,0,0,7.8,0,0,0,1,0,0,0,1,0,0,0,39886,1
0,640,3,1,29.355520000000002,1,0,16.1,0,0,0,1,0,0,0,1,0,0,0,376564,0
0,325,3,1,29.355520000000002,8,2,69.55,0,0,0,1,0,0,0,1,0,0,0,2343,1
1,541,1,0,36.0,0,2,71.0,1,0,0,1,0,0,1,0,0,0,0,5735,1
0,442,3,1,20.0,0,0,9.5,0,0,0,1,0,0,0,1,0,0,0,345769,0
0,363,3,0,45.0,0,1,14.4542,0,1,0,0,0,0,0,0,1,0,0,2691,0
0,334,3,1,16.0,2,0,18.0,0,0,0,1,0,0,0,1,0,0,0,345764,0
1,797,1,0,49.0,0,0,25.9292,1,0,0,1,1,0,0,0,0,0,0,17465,0
0,159,3,1,29.355520000000002,0,0,8.6625,0,0,0,1,0,0,0,1,0,0,0,315037,0
0,226,3,1,22.0,0,0,9.35,0,0,0,1,0,0,0,1,0,0,0,4348,1
0,669,3,1,43.0,0,0,8.05,0,0,0,1,0,0,0,1,0,0,0,3536,1
1,636,2,0,28.0,0,0,13.0,0,0,0,1,0,0,1,0,0,0,0,237668,0
1,341,2,1,2.0,1,1,26.0,1,0,0,1,0,1,0,0,0,0,0,230080,0
1,306,1,1,0.92,1,2,151.55,1,0,0,1,0,1,0,0,0,0,0,113781,0
0,106,3,1,28.0,0,0,7.8958,0,0,0,1,0,0,0,1,0,0,0,349207,0
0,253,1,1,62.0,0,0,26.55,1,0,0,1,0,0,0,1,0,0,0,113514,0
0,139,3,1,16.0,0,0,9.2167,0,0,0,1,0,0,0,1,0,0,0,7534,0
0,133,3,0,47.0,1,0,14.5,0,0,0,1,0,0,0,0,1,0,0,3337,1
1,652,2,0,18.0,0,1,23.0,0,0,0,1,0,0,1,0,0,0,0,231919,0
0,414,2,1,29.355520000000002,0,0,0.0,0,0,0,1,0,0,0,1,0,0,0,239853,0
0,811,3,1,26.0,0,0,7.8875,0,0,0,1,0,0,0,1,0,0,0,3474,0
1,551,1,1,17.0,0,2,110.8833,1,1,0,0,0,0,0,1,0,0,0,17421,0
0,378,1,1,27.0,0,2,211.5,1,1,0,0,0,0,0,1,0,0,0,113503,0
1,578,1,0,39.0,1,0,55.9,1,0,0,1,0,0,0,0,1,0,0,13507,0
0,279,3,1,7.0,4,1,29.125,0,0,1,0,0,1,0,0,0,0,0,382652,0
0,493,1,1,55.0,0,0,30.5,1,0,0,1,0,0,0,1,0,0,0,113787,0
0,286,3,1,33.0,0,0,8.6625,0,1,0,0,0,0,0,1,0,0,0,349239,0
0,123,2,1,32.5,1,0,30.0708,0,1,0,0,0,0,0,1,0,0,0,237736,0
0,175,1,1,56.0,0,0,30.6958,1,1,0,0,0,0,0,1,0,0,0,17764,0
1,391,1,1,36.0,1,2,120.0,1,0,0,1,0,0,0,1,0,0,0,113760,0
1,511,3,1,29.0,0,0,7.75,0,0,1,0,0,0,0,1,0,0,0,382651,0
1,802,2,0,31.0,1,1,26.25,0,0,0,1,0,0,0,0,1,0,0,31921,1
1,346,2,0,24.0,0,0,13.0,1,0,0,1,0,0,1,0,0,0,0,248733,0
1,142,3,0,22.0,0,0,7.75,0,0,0,1,0,0,1,0,0,0,0,347081,0
0,568,3,0,29.0,0,4,21.075,0,0,0,1,0,0,0,0,1,0,0,349909,0
0,817,3,0,23.0,0,0,7.925,0,0,0,1,0,0,1,0,0,0,0,3101290,1
0,847,3,1,29.355520000000002,8,2,69.55,0,0,0,1,0,0,0,1,0,0,0,2343,1
1,417,2,0,34.0,1,1,32.5,0,0,0,1,0,0,0,0,1,0,0,28220,0
1,766,1,0,51.0,1,0,77.9583,1,0,0,1,0,0,0,0,1,0,0,13502,0
1,408,2,1,3.0,1,1,18.75,0,0,0,1,0,1,0,0,0,0,0,29106,0
0,103,1,1,21.0,0,1,77.2875,1,0,0,1,0,0,0,1,0,0,0,35281,0
0,266,2,1,36.0,0,0,10.5,0,0,0,1,0,0,0,1,0,0,0,17248,1
0,737,3,0,48.0,1,3,34.375,0,0,0,1,0,0,0,0,1,0,0,6608,1
1,26,3,0,38.0,1,5,31.3875,0,0,0,1,0,0,0,0,1,0,0,347077,0
0,679,3,0,43.0,1,6,46.9,0,0,0,1,0,0,0,0,1,0,0,2144,1
0,774,3,1,29.355520000000002,0,0,7.225,0,1,0,0,0,0,0,1,0,0,0,2674,0
1,538,1,0,30.0,0,0,106.425,0,1,0,0,0,0,1,0,0,0,0,17761,1
0,198,3,1,42.0,0,1,8.4042,0,0,0,1,0,0,0,1,0,0,0,4579,0
0,818,2,1,31.0,1,1,37.0042,0,1,0,0,0,0,0,1,0,0,0,2079,1
1,143,3,0,24.0,1,0,15.85,0,0,0,1,0,0,0,0,1,0,0,3101279,1
1,782,1,0,17.0,1,0,57.0,1,0,0,1,0,0,0,0,1,0,0,17474,0
0,51,3,1,7.0,4,1,39.6875,0,0,0,1,0,1,0,0,0,0,0,3101295,0
1,12,1,0,58.0,0,0,26.55,1,0,0,1,0,0,1,0,0,0,0,113783,0
0,595,2,1,37.0,1,0,26.0,0,0,0,1,0,0,0,1,0,0,0,29037,1
1,513,1,1,36.0,0,0,26.2875,1,0,0,1,0,0,0,1,0,0,0,17473,1
1,610,1,0,40.0,0,0,153.4625,1,0,0,1,0,0,1,0,0,0,0,17582,1
1,304,2,0,29.355520000000002,0,0,12.35,1,0,1,0,0,0,1,0,0,0,0,226593,0
1,323,2,0,30.0,0,0,12.35,0,0,1,0,0,0,1,0,0,0,0,234818,0
1,280,3,0,35.0,1,1,20.25,0,0,0,1,0,0,0,0,1,0,0,2673,1
0,397,3,0,31.0,0,0,7.8542,0,0,0,1,0,0,1,0,0,0,0,350407,0
0,886,3,0,39.0,0,5,29.125,0,0,1,0,0,0,0,0,1,0,0,382652,0
1,682,1,1,27.0,0,0,76.7292,1,1,0,0,0,0,0,1,0,0,0,17572,1
0,38,3,1,21.0,0,0,8.05,0,0,0,1,0,0,0,1,0,0,0,2152,1
0,696,2,1,52.0,0,0,13.5,0,0,0,1,0,0,0,1,0,0,0,248731,0
1,231,1,0,35.0,1,0,83.475,1,0,0,1,0,0,0,0,1,0,0,36973,0
0,681,3,0,29.355520000000002,0,0,8.1375,0,0,1,0,0,0,1,0,0,0,0,330935,0
1,310,1,0,30.0,0,0,56.9292,1,1,0,0,0,0,1,0,0,0,0,17485,1
1,348,3,0,29.355520000000002,1,0,16.1,0,0,0,1,0,0,0,0,1,0,0,386525,0
0,758,2,1,18.0,0,0,11.5,0,0,0,1,0,0,0,1,0,0,0,29108,0
1,633,1,1,32.0,0,0,30.5,1,1,0,0,1,0,0,0,0,0,0,13214,0
0,793,3,0,29.355520000000002,8,2,69.55,0,0,0,1,0,0,1,0,0,0,0,2343,1
1,605,1,1,35.0,0,0,26.55,0,1,0,0,0,0,0,1,0,0,0,111426,0
0,491,3,1,29.355520000000002,1,0,19.9667,0,0,0,1,0,0,0,1,0,0,0,65304,0
1,613,3,0,29.355520000000002,1,0,15.5,0,0,1,0,0,0,1,0,0,0,0,367230,0
1,16,2,0,55.0,0,0,16.0,0,0,0,1,0,0,0,0,1,0,0,248706,0
0,288,3,1,22.0,0,0,7.8958,0,0,0,1,0,0,0,1,0,0,0,349206,0
1,619,2,0,4.0,2,1,39.0,1,0,0,1,0,0,1,0,0,0,0,230136,0
1,59,2,0,5.0,1,2,27.75,0,0,0,1,0,0,1,0,0,0,0,34651,1
1,276,1,0,63.0,1,0,77.9583,1,0,0,1,0,0,1,0,0,0,0,13502,0
0,750,3,1,31.0,0,0,7.75,0,0,1,0,0,0,0,1,0,0,0,335097,0
0,733,2,1,29.355520000000002,0,0,0.0,0,0,0,1,0,0,0,1,0,0,0,239855,0
0,471,3,1,29.355520000000002,0,0,7.25,0,0,0,1,0,0,0,1,0,0,0,323592,0
0,247,3,0,25.0,0,0,7.775,0,0,0,1,0,0,1,0,0,0,0,347071,0
1,205,3,1,18.0,0,0,8.05,0,0,0,1,0,0,0,1,0,0,0,3540,1
1,98,1,1,23.0,0,1,63.3583,1,1,0,0,0,0,0,1,0,0,0,17759,1
0,318,2,1,54.0,0,0,14.0,0,0,0,1,1,0,0,0,0,0,0,29011,0
0,91,3,1,29.0,0,0,8.05,0,0,0,1,0,0,0,1,0,0,0,343276,0
0,783,1,1,29.0,0,0,30.0,1,0,0,1,0,0,0,1,0,0,0,113501,0
0,76,3,1,25.0,0,0,7.65,1,0,0,1,0,0,0,1,0,0,0,348123,0
0,506,1,1,18.0,1,0,108.9,1,1,0,0,0,0,0,1,0,0,0,17758,1
0,43,3,1,29.355520000000002,0,0,7.8958,0,1,0,0,0,0,0,1,0,0,0,349253,0
1,867,2,0,27.0,1,0,13.8583,0,1,0,0,0,0,1,0,0,0,0,2149,1
0,606,3,1,36.0,1,0,15.55,0,0,0,1,0,0,0,1,0,0,0,349910,0
1,134,2,0,29.0,1,0,26.0,0,0,0,1,0,0,0,0,1,0,0,228414,0
0,762,3,1,41.0,0,0,7.125,0,0,0,1,0,0,0,1,0,0,0,3101272,1
1,195,1,0,44.0,0,0,27.7208,1,1,0,0,0,0,0,0,1,0,0,17610,1
0,720,3,1,33.0,0,0,7.775,0,0,0,1,0,0,0,1,0,0,0,347062,0
0,583,2,1,54.0,0,0,26.0,0,0,0,1,0,0,0,1,0,0,0,28403,0
0,483,3,1,50.0,0,0,8.05,0,0,0,1,0,0,0,1,0,0,0,3594,1
0,396,3,1,22.0,0,0,7.7958,0,0,0,1,0,0,0,1,0,0,0,350052,0
0,100,2,1,34.0,1,0,26.0,0,0,0,1,0,0,0,1,0,0,0,244367,0
0,772,3,1,48.0,0,0,7.8542,0,0,0,1,0,0,0,1,0,0,0,350047,0
0,81,3,1,22.0,0,0,9.0,0,0,0,1,0,0,0,1,0,0,0,345767,0
1,188,1,1,45.0,0,0,26.55,0,0,0,1,0,0,0,1,0,0,0,111428,0
0,576,3,1,19.0,0,0,14.5,0,0,0,1,0,0,0,1,0,0,0,358585,0
1,324,2,0,22.0,1,1,29.0,0,0,0,1,0,0,0,0,1,0,0,248738,0
1,427,2,0,28.0,1,0,26.0,0,0,0,1,0,0,0,0,1,0,0,2003,0
1,586,1,0,18.0,0,2,79.65,1,0,0,1,0,0,1,0,0,0,0,110413,0
1,557,1,0,48.0,1,0,39.6,1,1,0,0,0,0,0,0,0,1,0,11755,0
1,572,1,0,53.0,2,0,51.4792,1,0,0,1,0,0,0,0,1,0,0,11769,0
0,96,3,1,29.355520000000002,0,0,8.05,0,0,0,1,0,0,0,1,0,0,0,374910,0
1,713,1,1,48.0,1,0,52.0,1,0,0,1,0,0,0,1,0,0,0,19996,0
0,141,3,0,29.355520000000002,0,2,15.2458,0,1,0,0,0,0,0,0,1,0,0,2678,0
0,55,1,1,65.0,0,1,61.9792,1,1,0,0,0,0,0,1,0,0,0,113509,0
1,368,3,0,29.355520000000002,0,0,7.2292,0,1,0,0,0,0,0,0,1,0,0,2626,0
0,387,3,1,1.0,5,2,46.9,0,0,0,1,0,1,0,0,0,0,0,2144,1
1,376,1,0,29.355520000000002,1,0,82.1708,0,1,0,0,0,0,0,0,1,0,0,17604,1
1,194,2,1,3.0,1,1,26.0,1,0,0,1,0,1,0,0,0,0,0,230080,0
0,643,3,0,2.0,3,2,27.9,0,0,0,1,0,0,1,0,0,0,0,347088,0
1,44,2,0,3.0,1,2,41.5792,0,1,0,0,0,0,1,0,0,0,0,2123,1
1,40,3,0,14.0,1,0,11.2417,0,1,0,0,0,0,1,0,0,0,0,2651,0
1,588,1,1,60.0,1,1,79.2,1,1,0,0,0,0,0,1,0,0,0,13567,0
0,380,3,1,19.0,0,0,7.775,0,0,0,1,0,0,0,1,0,0,0,347069,0
0,423,3,1,29.0,0,0,7.875,0,0,0,1,0,0,0,1,0,0,0,315082,0
1,600,1,1,49.0,1,0,56.9292,1,1,0,0,0,0,0,0,0,1,0,17485,1
0,542,3,0,9.0,4,2,31.275,0,0,0,1,0,0,1,0,0,0,0,347082,0
0,535,3,0,30.0,0,0,8.6625,0,0,0,1,0,0,1,0,0,0,0,315084,0
1,804,3,1,0.42,0,1,8.5167,0,1,0,0,0,1,0,0,0,0,0,2625,0
1,866,2,0,42.0,0,0,13.0,0,0,0,1,0,0,0,0,1,0,0,236852,0
0,504,3,0,37.0,0,0,9.5875,0,0,0,1,0,0,1,0,0,0,0,4135,0
0,647,3,1,19.0,0,0,7.8958,0,0,0,1,0,0,0,1,0,0,0,349231,0
0,749,1,1,19.0,1,0,53.1,1,0,0,1,0,0,0,1,0,0,0,113773,0
1,821,1,0,52.0,1,1,93.5,1,0,0,1,0,0,0,0,1,0,0,12749,0
1,787,3,0,18.0,0,0,7.4958,0,0,0,1,0,0,1,0,0,0,0,3101265,0
1,184,2,1,1.0,2,1,39.0,1,0,0,1,0,1,0,0,0,0,0,230136,0
0,852,3,1,74.0,0,0,7.775,0,0,0,1,0,0,0,1,0,0,0,347060,0
0,558,1,1,29.355520000000002,0,0,227.525,0,1,0,0,0,0,0,1,0,0,0,17757,1
0,163,3,1,26.0,0,0,7.775,0,0,0,1,0,0,0,1,0,0,0,347068,0
0,455,3,1,29.355520000000002,0,0,8.05,0,0,0,1,0,0,0,1,0,0,0,2817,1
0,220,2,1,30.0,0,0,10.5,0,0,0,1,0,0,0,1,0,0,0,14208,1
0,245,3,1,30.0,0,0,7.225,0,1,0,0,0,0,0,1,0,0,0,2694,0
0,422,3,1,21.0,0,0,7.7333,0,0,1,0,0,0,0,1,0,0,0,13032,1
0,884,2,1,28.0,0,0,10.5,0,0,0,1,0,0,0,1,0,0,0,34068,1
0,453,1,1,30.0,0,0,27.75,1,1,0,0,0,0,0,1,0,0,0,113051,0
0,841,3,1,20.0,0,0,7.925,0,0,0,1,0,0,0,1,0,0,0,3101287,1
0,264,1,1,40.0,0,0,0.0,1,0,0,1,0,0,0,1,0,0,0,112059,0
1,381,1,0,42.0,0,0,227.525,0,1,0,0,0,0,1,0,0,0,0,17757,1
1,24,1,1,28.0,0,0,35.5,1,0,0,1,0,0,0,1,0,0,0,113788,0
1,708,1,1,42.0,0,0,26.2875,1,0,0,1,0,0,0,1,0,0,0,17476,1
0,15,3,0,14.0,0,0,7.8542,0,0,0,1,0,0,1,0,0,0,0,350406,0
0,703,3,0,18.0,0,1,14.4542,0,1,0,0,0,0,1,0,0,0,0,2691,0
0,549,3,1,33.0,1,1,20.525,0,0,0,1,0,0,0,1,0,0,0,363291,0
1,54,2,0,29.0,1,0,26.0,0,0,0,1,0,0,0,0,1,0,0,2926,0
0,495,3,1,21.0,0,0,8.05,0,0,0,1,0,0,0,1,0,0,0,45380,1
0,686,2,1,25.0,1,2,41.5792,0,1,0,0,0,0,0,1,0,0,0,2123,1
0,116,3,1,21.0,0,0,7.925,0,0,0,1,0,0,0,1,0,0,0,3101294,1
0,105,3,1,37.0,2,0,7.925,0,0,0,1,0,0,0,1,0,0,0,3101276,0
1,738,1,1,35.0,0,0,512.3292,1,1,0,0,0,0,0,1,0,0,0,17755,1
1,798,3,0,31.0,0,0,8.6833,0,0,0,1,0,0,0,0,1,0,0,349244,0
0,615,3,1,35.0,0,0,8.05,0,0,0,1,0,0,0,1,0,0,0,364512,0
0,815,3,1,30.5,0,0,8.05,0,0,0,1,0,0,0,1,0,0,0,364499,0
0,161,3,1,44.0,0,1,16.1,0,0,0,1,0,0,0,1,0,0,0,371362,0
1,863,1,0,48.0,0,0,25.9292,1,0,0,1,0,0,0,0,1,0,0,17466,0
1,574,3,0,29.355520000000002,0,0,7.75,0,0,1,0,0,0,1,0,0,0,0,14312,0
0,498,3,1,29.355520000000002,0,0,15.1,0,0,0,1,0,0,0,1,0,0,0,6212,1
0,58,3,1,28.5,0,0,7.2292,0,1,0,0,0,0,0,1,0,0,0,2697,0
0,237,2,1,44.0,1,0,26.0,0,0,0,1,0,0,0,1,0,0,0,26707,0
0,882,3,1,33.0,0,0,7.8958,0,0,0,1,0,0,0,1,0,0,0,349257,0
0,788,3,1,8.0,4,1,29.125,0,0,1,0,0,1,0,0,0,0,0,382652,0
1,693,3,1,29.355520000000002,0,0,56.4958,0,0,0,1,0,0,0,1,0,0,0,1601,0
0,673,2,1,70.0,0,0,10.5,0,0,0,1,0,0,0,1,0,0,0,24580,1
0,478,3,1,29.0,1,0,7.0458,0,0,0,1,0,0,0,1,0,0,0,3460,0
0,322,3,1,27.0,0,0,7.8958,0,0,0,1,0,0,0,1,0,0,0,349219,0
0,800,3,0,30.0,1,1,24.15,0,0,0,1,0,0,0,0,1,0,0,345773,0
0,739,3,1,29.355520000000002,0,0,7.8958,0,0,0,1,0,0,0,1,0,0,0,349201,0
0,1,3,1,22.0,1,0,7.25,0,0,0,1,0,0,0,1,0,0,0,21171,1
0,883,3,0,22.0,0,0,10.5167,0,0,0,1,0,0,1,0,0,0,0,7552,0
0,546,1,1,64.0,0,0,26.0,0,0,0,1,0,0,0,1,0,0,0,693,0
1,756,2,1,0.67,1,1,14.5,0,0,0,1,0,1,0,0,0,0,0,250649,0
0,501,3,1,17.0,0,0,8.6625,0,0,0,1,0,0,0,1,0,0,0,315086,0
0,35,1,1,28.0,1,0,82.1708,0,1,0,0,0,0,0,1,0,0,0,17604,1
0,156,1,1,51.0,0,1,61.3792,0,1,0,0,0,0,0,1,0,0,0,17597,1
1,212,2,0,35.0,0,0,21.0,0,0,0,1,0,0,1,0,0,0,0,13528,1
0,704,3,1,25.0,0,0,7.7417,0,0,1,0,0,0,0,1,0,0,0,36864,0
0,877,3,1,20.0,0,0,9.8458,0,0,0,1,0,0,0,1,0,0,0,7534,0
0,719,3,1,29.355520000000002,0,0,15.5,0,0,1,0,0,0,0,1,0,0,0,36568,0
1,474,2,0,23.0,0,0,13.7917,1,1,0,0,0,0,0,0,1,0,0,541,1
1,870,3,1,4.0,1,1,11.1333,0,0,0,1,0,1,0,0,0,0,0,347742,0
0,71,2,1,32.0,0,0,10.5,0,0,0,1,0,0,0,1,0,0,0,33111,1
0,353,3,1,15.0,1,1,7.2292,0,1,0,0,0,0,0,1,0,0,0,2695,0
1,301,3,0,29.355520000000002,0,0,7.75,0,0,1,0,0,0,1,0,0,0,0,9234,0
0,489,3,1,30.0,0,0,8.05,0,0,0,1,0,0,0,1,0,0,0,18509,1
0,627,2,1,57.0,0,0,12.35,0,0,1,0,0,0,0,0,0,0,1,219533,0
0,522,3,1,22.0,0,0,7.8958,0,0,0,1,0,0,0,1,0,0,0,349252,0
1,527,2,0,50.0,0,0,10.5,0,0,0,1,0,0,1,0,0,0,0,14258,1
0,638,2,1,31.0,1,1,26.25,0,0,0,1,0,0,0,1,0,0,0,31921,1
0,340,1,1,45.0,0,0,35.5,1,0,0,1,0,0,0,1,0,0,0,113784,0
0,525,3,1,29.355520000000002,0,0,7.2292,0,1,0,0,0,0,0,1,0,0,0,2700,0
0,111,1,1,47.0,0,0,52.0,1,0,0,1,0,0,0,1,0,0,0,110465,0
0,796,2,1,39.0,0,0,13.0,0,0,0,1,0,0,0,1,0,0,0,28213,0
0,140,1,1,24.0,0,0,79.2,1,1,0,0,0,0,0,1,0,0,0,17593,1
0,844,3,1,34.5,0,0,6.4375,0,1,0,0,0,0,0,1,0,0,0,2683,0
0,92,3,1,20.0,0,0,7.8542,0,0,0,1,0,0,0,1,0,0,0,347466,0
0,770,3,1,32.0,0,0,8.3625,0,0,0,1,0,0,0,1,0,0,0,8471,0
0,715,2,1,52.0,0,0,13.0,0,0,0,1,0,0,0,1,0,0,0,250647,0
0,849,2,1,28.0,0,1,33.0,0,0,0,1,0,0,0,0,0,0,1,248727,0
0,864,3,0,29.355520000000002,8,2,69.55,0,0,0,1,0,0,1,0,0,0,0,2343,1
0,305,3,1,29.355520000000002,0,0,8.05,0,0,0,1,0,0,0,1,0,0,0,2466,1
1,709,1,0,22.0,0,0,151.55,0,0,0,1,0,0,1,0,0,0,0,113781,0
1,449,3,0,5.0,2,1,19.2583,0,1,0,0,0,0,1,0,0,0,0,2666,0
1,216,1,0,31.0,1,0,113.275,1,1,0,0,0,0,1,0,0,0,0,35273,0
1,430,3,1,32.0,0,0,8.05,1,0,0,1,0,0,0,1,0,0,0,392078,1
0,203,3,1,34.0,0,0,6.4958,0,0,0,1,0,0,0,1,0,0,0,3101264,0
1,284,3,1,19.0,0,0,8.05,0,0,0,1,0,0,0,1,0,0,0,10482,1
1,822,3,1,27.0,0,0,8.6625,0,0,0,1,0,0,0,1,0,0,0,315098,0
0,792,2,1,16.0,0,0,26.0,0,0,0,1,0,0,0,1,0,0,0,239865,0
1,370,1,0,24.0,0,0,69.3,1,1,0,0,0,0,0,0,0,1,0,17477,1
0,233,2,1,59.0,0,0,13.5,0,0,0,1,0,0,0,1,0,0,0,237442,0
0,25,3,0,8.0,3,1,21.075,0,0,0,1,0,0,1,0,0,0,0,349909,0
0,653,3,1,21.0,0,0,8.4333,0,0,0,1,0,0,0,1,0,0,0,8475,0
1,289,2,1,42.0,0,0,13.0,0,0,0,1,0,0,0,1,0,0,0,237798,0
1,473,2,0,33.0,1,2,27.75,0,0,0,1,0,0,0,0,1,0,0,34651,1
0,523,3,1,29.355520000000002,0,0,7.225,0,1,0,0,0,0,0,1,0,0,0,2624,0
0,6,3,1,29.355520000000002,0,0,8.4583,0,0,1,0,0,0,0,1,0,0,0,330877,0
0,153,3,1,55.5,0,0,8.05,0,0,0,1,0,0,0,1,0,0,0,11206,1
1,260,2,0,50.0,0,1,26.0,0,0,0,1,0,0,0,0,1,0,0,230433,0
0,672,1,1,31.0,1,0,52.0,1,0,0,1,0,0,0,1,0,0,0,12750,1
0,868,1,1,31.0,0,0,50.4958,1,0,0,1,0,0,0,1,0,0,0,17590,1
0,17,3,1,2.0,4,1,29.125,0,0,1,0,0,1,0,0,0,0,0,382652,0
1,147,3,1,27.0,0,0,7.7958,0,0,0,1,0,0,0,1,0,0,0,350043,0
1,581,2,0,25.0,1,1,30.0,0,0,0,1,0,0,1,0,0,0,0,237789,0
0,732,3,1,11.0,0,0,18.7875,0,1,0,0,0,0,0,1,0,0,0,2699,0
0,356,3,1,28.0,0,0,9.5,0,0,0,1,0,0,0,1,0,0,0,345783,0
0,372,3,1,18.0,1,0,6.4958,0,0,0,1,0,0,0,1,0,0,0,3101267,0
0,94,3,1,26.0,1,2,20.575,0,0,0,1,0,0,0,1,0,0,0,2315,1
0,791,3,1,29.355520000000002,0,0,7.75,0,0,1,0,0,0,0,1,0,0,0,12460,0
1,167,1,0,29.355520000000002,0,1,55.0,1,0,0,1,0,0,0,0,1,0,0,113505,0
0,297,3,1,23.5,0,0,7.2292,0,1,0,0,0,0,0,1,0,0,0,2693,0
